################################################################################,,,,,,,
#,,,,,,,
# Graph type: time series,,,,,,,
#,,,,,,,
# Database time resolution: 15 Minute,,,,,,,
#,,,,,,,
# 190101 00:00 - 200101 00:00,,,,,,,
#,,,,,,,
# Selected time series:,,,,,,,
# Metstation, Wind dir, 012[M], Value (Deg.M) (),,,,
# Metstation, Wind spee, 012[M], Value (m/s) (),,,,
# Metstation, Std wdir, 012[M], Value (deg.M) (),,,,
# Metstation, Temp, 002[M], Value (deg.C) (),,,,
# Metstation, Temp, 008[M], Value (deg.C) (),,,,
# Metstation, Glob. rad, 002[M], Value (W/m2) (),,,,
# Metstation, Rel hum, 002[M], Value (%RH) (),,,,
# Metstation, Diff temp, 008[M], Value (deg.C) (),,,,
,,,,,,,
,,,,,,,
,,,,,,,
, 012[M], 012[M], 012[M], 002[M], 008[M], 002[M], 002[M]
#, Wind dir, Wind spee, Std wdir, Temp, Temp, Glob. rad, Rel hum
26/11/2019 22:00,0,0,0,6.734,7.01,,98.1
26/11/2019 22:15,76.5,0.001,0.003,6.373,6.658,,98
26/11/2019 22:30,89.7,0.484,22.77,6.958,6.779,,98.1
26/11/2019 22:45,133.1,1.613,5.703,6.416,6.293,,98
26/11/2019 23:00,127.5,0.236,2.156,5.639,5.82,,98.1
26/11/2019 23:15,0,0,0,6.149,6.116,,98.3
26/11/2019 23:30,125.1,0.875,9.00999,6.13,6.172,,98.3
26/11/2019 23:45,128.5,0.456,18.15,5.605,5.951,,98.3
27/11/2019 00:00,91.7,0.217,31.35,5.715,6.178,,98.3
27/11/2019 00:15,110.6,0.056,3.094,6.09,6.394,,98.4
27/11/2019 00:30,98.5,0.611,32.24,6.899,6.677,,98.5
27/11/2019 00:45,104.6,0.184,28.9,6.977,6.987,,98.2
27/11/2019 01:00,122.2,0.295,6.644,6.626,6.639,,98.2
27/11/2019 01:15,105.7,0.823,11.8,6.45,6.407,,98.3
27/11/2019 01:30,101.1,1.741,13.54,6.573,6.432,,98.5
27/11/2019 01:45,84.4,0.265,7.64,6.4179999,6.511,,98.5
27/11/2019 02:00,0,0,0,6.611,6.762,,98.4
27/11/2019 02:15,66.17,0.071,0.336,6.465,6.626,,98.4
27/11/2019 02:30,0,0,0,6.053,6.353,,98.5
27/11/2019 02:45,72.9,0.154,3.283,6.431,6.53,,98.6
27/11/2019 03:00,40.71,1.243,7.55,6.697,6.908,,98.6
27/11/2019 03:15,30.44,2.207,9.64,6.804,7.06,,98.6
27/11/2019 03:30,33.26,2.46,8.27,6.713,6.991,,98.6
27/11/2019 03:45,34.21,1.937,10.31,6.577,6.899,,98.7
27/11/2019 04:00,30.45,1.697,9.74001,6.658,6.993,,98.7
27/11/2019 04:15,27.64,2.158,10.16,6.827,7.17,,98.7
27/11/2019 04:30,28.68,2.292,11.58,7.027,7.35,,98.7
27/11/2019 04:45,35.37,1.763,14.93,7.093,7.43,,98.7
27/11/2019 05:00,30.74,1.313,18.41,7.139,7.49,,98.8
27/11/2019 05:15,29.68,2.146,13.38,7.234,7.56,,98.8
27/11/2019 05:30,43.53,2.258,14.53,7.24,7.57,,98.7
27/11/2019 05:45,40.56,1.919,12.34,7.201,7.54,,98.8
27/11/2019 06:00,46.61,1.856,13.96,7.224,7.56,,98.8
27/11/2019 06:15,48.31,1.989,10.69,7.27,7.61,,98.8
27/11/2019 06:30,49.76,1.516,12.23,7.382,7.73,,98.9
27/11/2019 06:45,41.88,1.603,13.31,7.476,7.82,,98.9
27/11/2019 07:00,36.57,1.166,13.32,7.537,7.89,,98.9
27/11/2019 07:15,30.97,1.904,13.78,7.635,7.99,,98.9
27/11/2019 07:30,44.27,2.438,11.74,7.736,8.05,,98.9
27/11/2019 07:45,37.2,2.214,16.21,7.733,8.05,,98.8
27/11/2019 08:00,25.86,2.555,17.04,7.67,8.02,,98.9
27/11/2019 08:15,23.13,2.341,16.58,7.588,7.93,,98.9
27/11/2019 08:30,27.28,2.464,12.05,7.53,7.89,,98.9
27/11/2019 08:45,21.05,2.362,13.95,7.604,7.97,,98.9
27/11/2019 09:00,19.29,2.268,16.59,7.672,8.02,,98.9
27/11/2019 09:15,25.64,2.088,15.22,7.68799,8.03999,,98.9
27/11/2019 09:30,16.4,2.57,23.35,7.8,8.13,,98.9
27/11/2019 09:45,12.11,3.306,16.72,7.858,8.2,,98.9
27/11/2019 10:00,13.84,2.655,18.04,8.004,8.37,59.55,98.9
27/11/2019 10:15,26.57,2.87,15.96,8.132,8.5,41.7,98.9
27/11/2019 10:30,21.43,2.15,19.24,8.197,8.58,48.91,98.9
27/11/2019 10:45,8.47,2.356,21.39,8.334,8.73,72.8,98.8
27/11/2019 11:00,3.516,2.642,18.15,8.388,8.78,71.9,98.8
27/11/2019 11:15,6.379,2.549,19.25,8.45101,8.85001,78.1,98.8
27/11/2019 11:30,355.3,3.071,17.32,8.38599,8.89999,84.1,98.6
27/11/2019 11:45,352.2,2.774,17.33,8.429,8.98,89.2,98.6
27/11/2019 12:00,355.6,2.546,19.96,8.485,9.09,64.45,98.4
27/11/2019 12:15,359.4,2.778,17.42,8.472,9.08,53.54,98.2
27/11/2019 12:30,354.2,3.164,14.57,8.42899,9.00999,46.26,98.1
27/11/2019 12:45,351.7,3.512,17.22,8.375,8.92,43.61,97.9
27/11/2019 13:00,348,3.469,18.42,8.321,8.84,46.89,97.7
27/11/2019 13:15,349.4,3.531,21.51,8.23299,8.75999,60.89,97.6
27/11/2019 13:30,344.5,3.732,19.99,8.327,8.84,65.66,97.1
27/11/2019 13:45,348.1,4.18,19.57,8.295,8.81,51.17,96.6
27/11/2019 14:00,349.6,4.362,18.55,8.258,8.78,44.35,95.8
27/11/2019 14:15,338.2,3.792,13.83,8.31401,8.82001,47.59,94.9
27/11/2019 14:30,335.7,3.937,17.38,8.348,8.83,41.16,94.2
27/11/2019 14:45,344.6,4.732,16.48,8.519,8.89,27.86,93.4
27/11/2019 15:00,338.7,4.239,19.61,8.63401,8.93001,13.56,93.3
27/11/2019 15:15,331.6,4.357,12.69,8.559,8.89,8.03999,93.4
27/11/2019 15:30,329.6,4.608,12.81,8.438,8.81,5.183,93.6
27/11/2019 15:45,327.7,4.476,12.98,8.45099,8.78999,3.39,93.4
27/11/2019 16:00,326.6,4.138,13.84,8.399,8.73,2.335,93.4
27/11/2019 16:15,319.8,4.452,10.89,8.393,8.73,0.946,93
27/11/2019 16:30,317.5,4.247,11.51,8.403,8.75,0.485,92.8
27/11/2019 16:45,319,4.789,13.06,8.44499,8.78999,0.385,92.3
27/11/2019 17:00,319,4.587,13.41,8.458,8.8,0.411,91.4
27/11/2019 17:15,319.2,4.503,13.28,8.465,8.81,0.279,91.3
27/11/2019 17:30,315.6,5.011,14.74,8.46099,8.78999,0.462,90.6
27/11/2019 17:45,317.3,4.996,13.46,8.446,8.77,0.553,89.7
27/11/2019 18:00,310.4,4.903,16.68,8.44399,8.78999,0.702,88.6
27/11/2019 18:15,300.1,4.524,15.69,8.50801,8.85001,0.643,88.5
27/11/2019 18:30,304.2,3.99,16.81,8.503,8.81,0.303,90
27/11/2019 18:45,300.7,4.22,16.37,8.379,8.69,0.308,90.6
27/11/2019 19:00,305.3,4.333,16.08,8.33,8.67,0.434,90.1
27/11/2019 19:15,302.4,4.142,19.69,8.264,8.58,0.302,90.9
27/11/2019 19:30,295.3,4.153,14.81,8.188,8.52,0.416,90.6
27/11/2019 19:45,301.8,4.175,20.21,8.188,8.55,0.619,90.1
27/11/2019 20:00,307.9,4.235,16.11,8.21901,8.60001,0.865,89.4
27/11/2019 20:15,302.4,4.344,16.14,8.267,8.62,0.924,89
27/11/2019 20:30,301.4,4.322,19.35,8.265,8.64,1.316,88
27/11/2019 20:45,312,4.274,15.88,8.372,8.69,1.079,89
27/11/2019 21:00,300.8,3.917,17.57,8.24401,8.57001,0.576,89.4
27/11/2019 21:15,308,3.872,16.69,8.257,8.61,0.82,89.2
27/11/2019 21:30,299.3,3.906,16.19,8.29501,8.68001,1.11,87.8
27/11/2019 21:45,309.7,4.003,17.4,8.36699,8.75999,0.829,87.7
27/11/2019 22:00,303.6,3.776,16.56,8.37999,8.75999,0.643,88.2
27/11/2019 22:15,300.7,3.69,18.68,8.429,8.75,0.799,89.5
27/11/2019 22:30,296.7,3.548,15.59,8.32499,8.64999,0.824,90.2
27/11/2019 22:45,301.4,3.726,19.03,8.339,8.72,0.995,90.4
27/11/2019 23:00,303.8,4.851,18.68,8.552,9.02,1.208,88.3
27/11/2019 23:15,297.4,5.251,16.18,8.878,9.19,1.885,89.4
27/11/2019 23:30,291.4,5.115,10.94,8.584,8.8,1.225,91.2
27/11/2019 23:45,291.2,5.493,10.66,8.34301,8.60001,0.374,92.9
28/11/2019 00:00,291,4.508,12.66,8.269,8.53,0.776,93.4
28/11/2019 00:15,290,4.962,12.86,8.28401,8.57001,1.036,93.1
28/11/2019 00:30,291.6,5.158,13.04,8.416,8.67,2.051,93
28/11/2019 00:45,289.3,5.37,12.75,8.50201,8.71001,1.436,93.3
28/11/2019 01:00,287.8,4.16,14.19,8.375,8.59,0.414,94.5
28/11/2019 01:15,286.2,4.113,12.48,8.26899,8.53999,0.561,94.5
28/11/2019 01:30,289.9,4.662,12.6,8.347,8.66,0.658,94
28/11/2019 01:45,290.1,5.007,14.12,8.50001,8.82001,0.747,93.1
28/11/2019 02:00,292.1,3.984,15.58,8.64601,8.96001,0.754,92.8
28/11/2019 02:15,286.2,3.9,13.73,8.623,8.92,0.727,93
28/11/2019 02:30,301.7,3.915,17.63,8.65899,9.00999,1.552,92.1
28/11/2019 02:45,297.5,3.903,17.08,8.856,9.17,1.042,91.4
28/11/2019 03:00,289.8,3.562,15.04,8.798,9.02,0.545,92.8
28/11/2019 03:15,285,3.405,13.06,8.621,8.84,1.003,93.8
28/11/2019 03:30,288.6,3.905,10.43,8.505,8.77,1.12,93.8
28/11/2019 03:45,287.5,4.411,9.5,8.51599,8.75999,1.197,93.9
28/11/2019 04:00,290.3,4.01,12.34,8.55599,8.78999,1.33,94.1
28/11/2019 04:15,300.5,3.657,14.8,8.632,8.87,0.913,94.4
28/11/2019 04:30,311.2,3.262,16.02,8.69201,8.93001,,95
28/11/2019 04:45,306.5,3.385,17.34,8.66299,8.89999,,95.4
28/11/2019 05:00,312.8,3.289,15.99,8.713,8.97,,95.2
28/11/2019 05:15,316.9,3.691,10.71,8.779,9.05,,94.9
28/11/2019 05:30,319.4,3.66,11.81,8.73001,8.99001,,94.9
28/11/2019 05:45,325.1,3.715,14.28,8.761,9.05,,95.1
28/11/2019 06:00,323.3,3.292,13.69,9.012,9.28,,94.9
28/11/2019 06:15,330.7,3.786,18.35,9.003,9.25,,95.1
28/11/2019 06:30,344.6,5.037,15,9.036,9.27,,93.8
28/11/2019 06:45,343.9,4.42,16.76,9.09499,9.28999,,93
28/11/2019 07:00,340.3,4.046,16.82,9.137,9.3,,93.2
28/11/2019 07:15,346.9,4.272,17.16,9.07201,9.24001,,92.5
28/11/2019 07:30,348.9,3.969,17.62,9.044,9.22,,92.4
28/11/2019 07:45,355,4.63,16.68,9.041,9.2,,91
28/11/2019 08:00,357.1,4.913,18.12,9.129,9.27,,90.1
28/11/2019 08:15,358.1,5.06,21.39,9.10299,9.25999,,89.8
28/11/2019 08:30,0.558,4.612,25.17,8.936,9.13,,89.9
28/11/2019 08:45,358.4,4.846,16.48,8.854,9.05,,90.1
28/11/2019 09:00,357.7,4.751,19.94,8.80299,9.00999,,90.2
28/11/2019 09:15,2.065,3.999,21.04,8.782,9.02,,90.4
28/11/2019 09:30,353.7,3.682,16.88,8.763,9.03,,90.6
28/11/2019 09:45,349.9,3.752,17.99,8.87,9.14,,90.4
28/11/2019 10:00,352.6,4.419,16.67,8.81399,9.03999,,91.1
28/11/2019 10:15,359.9,3.895,25.38,8.76899,9.00999,,91
28/11/2019 10:30,359.1,4.2,19.5,8.76401,8.96001,,92.2
28/11/2019 10:45,356.9,3.943,19.77,8.499,8.73,,92.9
28/11/2019 11:00,356.2,4.421,19.83,8.46101,8.71001,70.4,92.2
28/11/2019 11:15,357.6,3.831,20.29,8.442,8.67,58.85,92.7
28/11/2019 11:30,357.4,3.943,15.96,8.44901,8.68001,61.16,92.5
28/11/2019 11:45,357.3,3.81,17.82,8.399,8.61,52.23,92.4
28/11/2019 12:00,353.5,4.363,19.32,8.29799,8.50999,41.64,92.6
28/11/2019 12:15,3.214,5.261,19.57,8.109,8.3,42.28,92.6
28/11/2019 12:30,358.8,4.845,19.45,7.90801,8.10001,41.57,93.1
28/11/2019 12:45,359,6.333,14.82,7.572,7.76,43.72,93.1
28/11/2019 13:00,0.632,5.621,17.78,7.317,7.53,40.08,92.9
28/11/2019 13:15,6.063,5.753,16.45,6.976,7.19,40.68,92.6
28/11/2019 13:30,3.656,4.826,18.51,6.892,7.16,48.89,92.5
28/11/2019 13:45,4.951,4.302,19.66,6.913,7.19,42.63,91.6
28/11/2019 14:00,4.37,4.124,19.71,6.907,7.19,28.37,90.2
28/11/2019 14:15,356.5,4.527,18.41,7.056,7.21,34.29,86.7
28/11/2019 14:30,2.08,4.045,19.21,7.052,7.16,37.99,84.7
28/11/2019 14:45,359.3,4.679,17,6.875,7.04,23.47,83.3
28/11/2019 15:00,6.152,3.081,24.13,6.794,6.936,15.23,83.4
28/11/2019 15:15,359.7,2.494,29.65,6.692,6.892,11.85,82.3
28/11/2019 15:30,356.6,4.027,24.98,6.646,6.876,11.72,81.1
28/11/2019 15:45,356.7,3.279,18.22,6.547,6.72,9.56,81.3
28/11/2019 16:00,7.49,2.378,18.51,6.118,6.3,4.037,81.8
28/11/2019 16:15,0.325,2.241,17.77,5.796,6.034,2.63,81.9
28/11/2019 16:30,359.7,3.599,16.37,5.927,6.146,3.406,80.7
28/11/2019 16:45,359.3,3.71,20.82,5.911,6.043,2.217,80.9
28/11/2019 17:00,2.005,3.046,21.02,5.589,5.807,1.827,80.4
28/11/2019 17:15,1.766,3.23,18.42,5.726,5.924,2.384,81.2
28/11/2019 17:30,359.7,2.353,17.91,5.535,5.745,1.404,82.6
28/11/2019 17:45,347.5,1.41,20.95,5.265,5.591,1.473,83.4
28/11/2019 18:00,352.3,2.942,22.51,5.217,5.515,0.675,83.7
28/11/2019 18:15,350.3,2.529,19.33,5.114,5.322,,84.5
28/11/2019 18:30,355.4,2.636,20.72,4.805,5.01,,85.4
28/11/2019 18:45,5.314,2.32,20.35,4.511,4.754,,85.4
28/11/2019 19:00,355.6,2.395,19.79,4.265,4.539,,85.3
28/11/2019 19:15,352.6,2.927,16.86,4.226,4.506,,84.6
28/11/2019 19:30,352.4,3.93,17.63,4.695,4.922,,83.3
28/11/2019 19:45,344.2,2.982,16.54,4.803,4.988,,82.9
28/11/2019 20:00,328.6,1.859,13.95,4.274,4.531,,83.7
28/11/2019 20:15,318.1,1.996,10.84,4.035,4.403,,84.3
28/11/2019 20:30,308.5,2.706,12.67,4.135,4.437,,83.9
28/11/2019 20:45,319.4,2.566,11.26,4.03,4.349,,83.7
28/11/2019 21:00,317,2.887,8.36,3.732,4.121,,83.4
28/11/2019 21:15,315.6,3.197,8.00999,3.654,4.026,,83.3
28/11/2019 21:30,316,3.5,8.03,3.676,3.994,,83.3
28/11/2019 21:45,323.2,2.393,11.8,3.546,3.762,,84.5
28/11/2019 22:00,318,2.707,9.44,3.079,3.478,,84.2
28/11/2019 22:15,315.9,3.285,9.27,3.197,3.557,,84.7
28/11/2019 22:30,315.9,3.007,11.54,3.18,3.551,,84.7
28/11/2019 22:45,315.8,3.074,9,3.162,3.485,,85.2
28/11/2019 23:00,315.4,3.117,10.13,3.164,3.49,,85.2
28/11/2019 23:15,315.4,3.354,8.03999,3.006,3.352,,85.5
28/11/2019 23:30,316.2,3.209,8.16,2.964,3.274,,86.2
28/11/2019 23:45,328.7,1.876,12.59,2.628,2.894,,87.6
29/11/2019 00:00,301.5,1.608,17.6,2.317,2.767,,87.5
29/11/2019 00:15,317,2.8,8.97,2.316,2.816,,87.3
29/11/2019 00:30,311,2.984,11.99,2.68,3.096,,86.5
29/11/2019 00:45,310.9,2.273,13.48,2.606,3.045,,86.6
29/11/2019 01:00,306.4,1.292,14.38,2.55,2.971,,86.5
29/11/2019 01:15,313.7,0.956,18.14,2.012,2.566,,87.7
29/11/2019 01:30,306.1,1.897,15.25,2.124,2.682,,86.8
29/11/2019 01:45,302.2,1.896,15.05,2.245,2.764,,86.5
29/11/2019 02:00,287.8,1.542,12.18,2.262,2.642,,87.5
29/11/2019 02:15,308.5,1.107,12.65,1.737,2.325,,88
29/11/2019 02:30,309.6,2.434,14.03,1.85,2.531,,87.4
29/11/2019 02:45,306.5,2.13,12.67,2.6,3.061,,86.3
29/11/2019 03:00,312.2,2.723,12.34,2.662,3.164,,85.6
29/11/2019 03:15,303.2,1.593,13.79,2.847,3.172,,86
29/11/2019 03:30,312.5,1.623,14.31,2.405,2.833,,87.3
29/11/2019 03:45,312.1,3.049,10.18,2.716,3.188,,85.7
29/11/2019 04:00,304,1.865,12.01,2.83,3.157,,86.3
29/11/2019 04:15,314.5,3.192,10.8,2.722,3.135,,85.8
29/11/2019 04:30,334.4,2.182,15.74,2.736,3.008,,86.9
29/11/2019 04:45,315.4,2.835,12.63,2.662,3.09,,86
29/11/2019 05:00,316.9,3.411,7.94,3.082,3.449,,84.8
29/11/2019 05:15,298,1.599,21.68,3.045,3.371,,85.4
29/11/2019 05:30,295.8,0.611,19.25,2.433,2.983,,85.5
29/11/2019 05:45,294.2,1.352,11.84,2.164,2.765,,86.2
29/11/2019 06:00,301.5,1.925,13.54,2.236,2.809,,86.6
29/11/2019 06:15,284.7,1.428,13.76,2.406,2.926,,85.8
29/11/2019 06:30,310.2,1.254,17.57,2.273,2.57,,87.5
29/11/2019 06:45,329,1.367,18.41,1.966,2.415,,88.2
29/11/2019 07:00,347.7,2.225,15.96,2.371,2.754,,86.4
29/11/2019 07:15,323.7,2.248,13.12,2.532,2.976,,85.4
29/11/2019 07:30,316.6,2.549,12.22,2.707,3.287,,83.1
29/11/2019 07:45,308.4,2.188,19.48,2.932,3.361,,82.8
29/11/2019 08:00,305.2,1.75,18.33,2.47,3.057,,82.9
29/11/2019 08:15,293.7,1.694,16.91,2.572,3.129,,82.7
29/11/2019 08:30,302.8,1.621,19.13,2.606,3.127,,82
29/11/2019 08:45,322.9,2.719,13.84,3.11,3.484,,80.5
29/11/2019 09:00,319.3,2.744,12.98,3.551,3.821,59.49,79.8
29/11/2019 09:15,330.9,2.709,14.05,3.955,4.081,76.6,79.6
29/11/2019 09:30,335.1,2.578,14.19,4.14,4.27,78.7,79.3
29/11/2019 09:45,336,1.275,18.61,4.221,4.389,73.9,79
29/11/2019 10:00,333.7,1.212,19.54,4.154,4.458,113.1,78
29/11/2019 10:15,314.7,1.583,21.08,4.422,4.792,128.9,76.6
29/11/2019 10:30,335.2,2.322,19.91,4.685,5.059,144.9,75.7
29/11/2019 10:45,343.1,1.98,24.41,4.949,5.276,159.5,75.5
29/11/2019 11:00,347.1,2.345,25.79,5.146,5.404,174.4,74.6
29/11/2019 11:15,345.8,2.063,26.06,5.744,5.769,186.5,74
29/11/2019 11:30,341.5,2.682,25.44,6.092,5.974,198.8,74.5
29/11/2019 11:45,341.8,2.885,24.17,6.423,6.257,207.8,73.6
29/11/2019 12:00,359.4,2.382,23.13,6.759,6.53,205.3,72.3
29/11/2019 12:15,1.065,3.293,21.44,6.755,6.587,214.6,71.5
29/11/2019 12:30,4.929,1.908,26.28,7.334,6.974,214.2,71.3
29/11/2019 12:45,2.795,2.199,23.43,7.583,7.09,208.9,70.4
29/11/2019 13:00,358.8,2.586,26.25,7.344,6.953,205.9,70.4
29/11/2019 13:15,346.5,2.603,20.72,7.194,6.942,194.4,70.9
29/11/2019 13:30,1.584,3.314,20.87,6.767,6.687,180.7,70.1
29/11/2019 13:45,356.8,3.216,20.98,6.452,6.429,167.2,70.5
29/11/2019 14:00,9.28999,2.485,19.22,6.651,6.509,147.4,69.9401
29/11/2019 14:15,343.8,2.65,26.96,6.689,6.517,128.5,69.65
29/11/2019 14:30,327.3,2.29,14.63,6.431,6.373,108,70.2
29/11/2019 14:45,351.5,2.43,26.5,6.342,6.306,84.7,70.5
29/11/2019 15:00,5.476,2.316,22.73,6.034,6.071,59.25,71.5
29/11/2019 15:15,352.1,1.613,27.55,5.851,5.914,43.67,71.7
29/11/2019 15:30,3.644,1.499,18,5.561,5.588,21.94,72.7
29/11/2019 15:45,8.37,1.206,17.69,4.772,4.975,6.777,75.2
29/11/2019 16:00,8.14,1.312,16.89,4.081,4.477,1.785,76.9
29/11/2019 16:15,1.899,1.202,6.574,3.715,4.108,,78.6
29/11/2019 16:30,9.71001,1.379,22.11,3.169,3.728,,79.6
29/11/2019 16:45,9.23,1.312,5.541,3.259,3.617,,80.3
29/11/2019 17:00,20.88,1.451,8.55,3.008,3.165,,83
29/11/2019 17:15,22.24,1.547,10.51,2.843,2.866,,85.2
29/11/2019 17:30,16.95,0.194,4.006,1.699,2.163,,86.3
29/11/2019 17:45,275.8,0.215,14.93,0.728,1.644,,87.3
29/11/2019 18:00,251.3,0.491,12.65,0.902,1.547,,88.2
29/11/2019 18:15,255.6,1.492,14.92,1.489,2.093,,88.4
29/11/2019 18:30,277.4,0.6,16.93,1.762,2.045,,86.8
29/11/2019 18:45,0,0,0,1.123,1.067,,87.5
29/11/2019 19:00,344,0.009,0.011,-0.155,0.374,,89.1
29/11/2019 19:15,25.5,0.494,11.52,-0.116,0.339,,90.2
29/11/2019 19:30,0,0,0,-0.499,0.045,,90.8
29/11/2019 19:45,251.9,0.207,8.03999,-1.064,-0.31,,91.6
29/11/2019 20:00,292.8,0.498,14.03,-0.462,0.077,,91.9
29/11/2019 20:15,339.2,0.001,0.005,-0.4,-0.062,,92.2
29/11/2019 20:30,281.1,0.007,5.122,-1.234,-0.59,,92.7
29/11/2019 20:45,0,0,0,-1.445,-0.745,,92.9
29/11/2019 21:00,0,0,0,-1.585,-0.937,,93.2
29/11/2019 21:15,0,0,0,-1.935,-1.146,,93.5
29/11/2019 21:30,240.9,0.341,7.37,-1.985,-1.221,,93.9
29/11/2019 21:45,264.6,1.438,18.26,-0.97,-0.384,,94.2
29/11/2019 22:00,279.7,0.64,12.65,-0.998,-0.39,,94.2
29/11/2019 22:15,258.7,1.425,7.68,-0.961,-0.344,,94.6
29/11/2019 22:30,268.7,2.17,8.14999,-0.5,-0.139,,94.4
29/11/2019 22:45,284.3,1.809,5.252,-0.556,-0.233,,94.3
29/11/2019 23:00,278.2,0.497,10.32,-0.935,-0.431,,94.5
29/11/2019 23:15,276,1.706,13.13,-0.848,-0.369,,94.2
29/11/2019 23:30,277.5,1.591,8.07001,-0.883,-0.387,,94.3
29/11/2019 23:45,281.5,1.395,7.51,-0.729,-0.383,,93.8
30/11/2019 00:00,0,0,0,-1.159,-0.984,,93.8
30/11/2019 00:15,267.5,0.196,6.888,-2.304,-1.717,,94.3
30/11/2019 00:30,286,0.002,0.003,-2.575,-1.747,,94
30/11/2019 00:45,0,0,0,-2.494,-1.846,,94.2
30/11/2019 01:00,271.4,0.858,4.922,-2.442001,-1.62,,94.8
30/11/2019 01:15,274.7,0.216,3.41,-1.664,-1.294,,93.9
30/11/2019 01:30,0,0,0,-2.286,-1.94,,94.2
30/11/2019 01:45,0,0,0,-2.922,-2.38,,94.7
30/11/2019 02:00,267.9,0.003,0.462,-3.291,-2.569,,94.7
30/11/2019 02:15,254.3,0.464,7.94,-2.373,-2.116,,94.9
30/11/2019 02:30,271.3,0.001,0,-2.425,-2.172,,94.8
30/11/2019 02:45,271.3,0.045,0.01,-2.872,-2.464,,95.1
30/11/2019 03:00,271.3,0.001,0,-3.031,-2.569,,95.2
30/11/2019 03:15,0,0,0,-3.595,-2.948,,95.1
30/11/2019 03:30,0,0,0,-4.193,-3.323,,95
30/11/2019 03:45,0,0,0,-4.018,-3.223,,95.3
30/11/2019 04:00,0,0,0,-3.852,-3.094,,95.4
30/11/2019 04:15,0,0,0,-4.388,-3.43,,95.5
30/11/2019 04:30,0,0,0,-4.6,-3.621,,95.6
30/11/2019 04:45,0,0,0,-4.834,-3.79,,95.5
30/11/2019 05:00,0,0,0,-4.769,-3.781,,95.6
30/11/2019 05:15,0,0,0,-4.433,-3.638,,95.5
30/11/2019 05:30,0,0,0,-4.932,-3.887,,95.7
30/11/2019 05:45,271.4,1.185,0.041,-4.099,-3.263,,96.1
30/11/2019 06:00,271.4,1.046,0.096,-2.812,-2.426,,95.9
30/11/2019 06:15,271.4,0.201,0.024,-2.955,-2.502,,95.9
30/11/2019 06:30,271.3,0.011,0.003,-2.995,-2.52,,96.4
30/11/2019 06:45,271.3,0.769,0,-2.914,-2.304,,96.1
30/11/2019 07:00,271.4,0.354,0.019,-2.92,-2.324,,96.2
30/11/2019 07:15,271.4,0.072,0.006,-2.918,-2.372,,95.7
30/11/2019 07:30,0,0,0,-2.962,-2.731,,95.6
30/11/2019 07:45,0,0,0,-4.029,-3.304,,95.6
30/11/2019 08:00,271.3,0.003,0,-4.424,-3.6,,95.9
30/11/2019 08:15,271.4,0.277,0.033,-3.999,-3.292,,96
30/11/2019 08:30,271.3,0.178,0.016,-3.814,-3.076,,96.6
30/11/2019 08:45,271.3,0.491,0,-2.623,-2.033,,96
30/11/2019 09:00,0,0,0,-1.883,-1.531,,95.8
30/11/2019 09:15,0,0,0,-1.544,-1.283,,96.1
30/11/2019 09:30,0,0,0,-1.286,-0.88,,96.3
30/11/2019 09:45,0,0,0,-0.88,-0.514,,96.1
30/11/2019 10:00,0,0,0,-0.644,-0.283,57.03,96.1
30/11/2019 10:15,275.9,0.191,1.743,-0.454,-0.013,115.7,96.7
30/11/2019 10:30,271.8,0.05,6.657,-0.49,0.493,235.1,96.9
30/11/2019 10:45,263.3,0.157,5.843,0.838,1.725,217.9,95.3
30/11/2019 11:00,12.77,0.041,11.89,2.184,2.662,196.1,95.3
30/11/2019 11:15,50.77,0.161,6.517,3.195,3.415,195.8,94.2
30/11/2019 11:30,61.78,0.798,16.48,3.543,3.792,208.5,92.1
30/11/2019 11:45,37.91,0.33,9.11,4.064,3.969,158.6,90.7
30/11/2019 12:00,39.17,1.615,11.02,3.902,4.022,212.5,88.9
30/11/2019 12:15,35.71,1.865,11.83,4.022,4.168,213.3,88.5
30/11/2019 12:30,38.61,1.793,15.08,4.317,4.46,213.3,86.6
30/11/2019 12:45,30.11,2.182,9.45,4.464,4.453,210.3,86.6
30/11/2019 13:00,32.73,1.396,13.48,4.939,4.768,200.8,86.5
30/11/2019 13:15,69.6901,1.878,21.34,5.279,5.107,189,85
30/11/2019 13:30,59.18,1.82,28.28,5.234,5.034,177.2,84.6
30/11/2019 13:45,77.5,2.097,24.85,5.106,4.927,161.4,85
30/11/2019 14:00,56.32,1.711,22.03,4.892,4.82,142.5,84.5
30/11/2019 14:15,46.5,1.448,13.84,5.047,4.887,124.6,84
30/11/2019 14:30,36.86,1.315,15.17,5.059,4.85,101.7,84.1
30/11/2019 14:45,37.07,1.035,13.48,4.941,4.678,79.1,84.4
30/11/2019 15:00,47.92,0.119,6.4,5.178,4.702,53.4,84.2
30/11/2019 15:15,51.59,0.395,8.39999,4.569,4.303,37.48,84.8
30/11/2019 15:30,56.18,0.203,4.524,3.505,3.543,11.64,85.6
30/11/2019 15:45,0,0,0,2.362,2.696,5.276,87
30/11/2019 16:00,0,0,0,1.409,2.067,2.169,88.4
30/11/2019 16:15,15.23,0.972,4.474,2.056,2.474,0.158,89.7
30/11/2019 16:30,20.51,0.891,9.32001,2.326,2.599,,89.7
30/11/2019 16:45,280.7,0.022,16.14,1.724,1.893,,90.8
30/11/2019 17:00,0,0,0,0.921,1.468,,91.6
